STATION_ID,STATION,BOROUGH,LATITUDE,LONGITUDE,SUM_RIDERSHIP,STATION_LINES
635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,40.70207,-74.013664,34206,R W
635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,40.703087,-74.01299,4768654,R W
636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,40.69218,-73.98594,259,A C F R
636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,40.692337,-73.98734,139980,A C F R
636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,40.692337,-73.98594,6006078,A C F R
64,71 St (D),Brooklyn,40.61959,-73.99886,813049,D
65,79 St (D),Brooklyn,40.613503,-74.00061,1041027,D
66,18 Av (D),Brooklyn,40.607952,-74.00174,1017443,D
67,20 Av (D),Brooklyn,40.604557,-73.99817,852146,D
68,Bay Pkwy (D),Brooklyn,40.601875,-73.99373,1261322,D
69,25 Av (D),Brooklyn,40.597706,-73.98683,704566,D
70,Bay 50 St (D),Brooklyn,40.58884,-73.983765,423180,D
71,8 Av (N),Brooklyn,40.635063,-74.01172,1900130,N
72,Fort Hamilton Pkwy (N),Brooklyn,40.631386,-74.00535,1119633,N
74,18 Av (N),Brooklyn,40.62067,-73.99042,838280,N
75,20 Av (N),Brooklyn,40.61741,-73.98502,715901,N
76,Bay Pkwy (N),Brooklyn,40.611816,-73.98185,1166060,N
77,Kings Hwy (N),Brooklyn,40.603924,-73.980354,961025,N
78,Avenue U (N),Brooklyn,40.597473,-73.97913,667385,N
79,86 St (N),Brooklyn,40.59272,-73.97823,427405,N
8,"5 Av/59 St (N,R,W)",Manhattan,40.764812,-73.97335,2705325,N R W
80,"121 St (J,Z)",Queens,40.700493,-73.82829,344061,J Z
81,111 St (J),Queens,40.69742,-73.83634,345189,J
82,"104 St (J,Z)",Queens,40.69518,-73.84433,447621,J Z
83,"Woodhaven Blvd (J,Z)",Queens,40.69388,-73.85158,312497,J Z
84,85 St-Forest Pkwy (J),Queens,40.692436,-73.86001,612866,J
85,"75 St-Elderts Ln (J,Z)",Queens,40.691322,-73.86714,258417,J Z
86,Cypress Hills (J),Brooklyn,40.68994,-73.87255,235146,J
87,"Crescent St (J,Z)",Brooklyn,40.683193,-73.87379,517740,J Z
88,"Norwood Av (J,Z)",Brooklyn,40.68141,-73.880035,342383,J Z
89,Cleveland St (J),Brooklyn,40.679947,-73.884636,297655,J
9,"57 St-7 Av (N,Q,R,W)",Manhattan,40.764664,-73.98066,6055599,N Q R W
90,"Van Siclen Av (J,Z)",Brooklyn,40.678024,-73.891685,376990,J Z
91,Alabama Av (J),Brooklyn,40.67699,-73.89865,285087,J
93,"Chauncey St (J,Z)",Brooklyn,40.68289,-73.91045,439169,J Z
94,Halsey St (J),Brooklyn,40.68637,-73.91656,881960,J
95,"Gates Av (J,Z)",Brooklyn,40.68963,-73.92227,1067636,J Z
96,Kosciuszko St (J),Brooklyn,40.69334,-73.92882,957217,J
97,"Myrtle Av (M,J,Z)",Brooklyn,40.69721,-73.93565,2079140,M J Z
98,"Flushing Av (M,J)",Brooklyn,40.70026,-73.941124,1222726,M J
99,"Lorimer St (M,J)",Brooklyn,40.70387,-73.94741,669935,M J
