STATION_ID,STATION,BOROUGH,LATITUDE,LONGITUDE,SUM_RIDERSHIP
628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,40.71037,-74.00951,1168
628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,40.71037,-74.00769,14361
628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,40.71037,-74.00657,102033
628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,40.710373,-74.00758,19857
628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,40.710373,-74.00657,13590329
629,Lorimer St (L)/Metropolitan Av (G),Brooklyn,40.71279,-73.951416,18608
629,Lorimer St (L)/Metropolitan Av (G),Brooklyn,40.71406,-73.95027,2898322
630,"Myrtle-Wyckoff Avs (L,M)",Brooklyn,40.699814,-73.91158,3769668
635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,40.70207,-74.013664,34066
635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,40.703087,-74.01299,4694834
636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,40.69218,-73.98594,256
636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,40.692337,-73.98734,137342
636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,40.692337,-73.98594,5880781
64,71 St (D),Brooklyn,40.61959,-73.99886,795310
65,79 St (D),Brooklyn,40.613503,-74.00061,1018314
66,18 Av (D),Brooklyn,40.607952,-74.00174,995409
67,20 Av (D),Brooklyn,40.604557,-73.99817,833879
68,Bay Pkwy (D),Brooklyn,40.601875,-73.99373,1234681
69,25 Av (D),Brooklyn,40.597706,-73.98683,688843
70,Bay 50 St (D),Brooklyn,40.58884,-73.983765,413348
71,8 Av (N),Brooklyn,40.635063,-74.01172,1864947
72,Fort Hamilton Pkwy (N),Brooklyn,40.631386,-74.00535,1095664
74,18 Av (N),Brooklyn,40.62067,-73.99042,821265
75,20 Av (N),Brooklyn,40.61741,-73.98502,699437
76,Bay Pkwy (N),Brooklyn,40.611816,-73.98185,1141686
77,Kings Hwy (N),Brooklyn,40.603924,-73.980354,940611
78,Avenue U (N),Brooklyn,40.597473,-73.97913,653382
79,86 St (N),Brooklyn,40.59272,-73.97823,418980
8,"5 Av/59 St (N,R,W)",Manhattan,40.764812,-73.97335,2660076
80,"121 St (J,Z)",Queens,40.700493,-73.82829,335726
81,111 St (J),Queens,40.69742,-73.83634,336742
82,"104 St (J,Z)",Queens,40.69518,-73.84433,437690
83,"Woodhaven Blvd (J,Z)",Queens,40.69388,-73.85158,296692
84,85 St-Forest Pkwy (J),Queens,40.692436,-73.86001,606285
85,"75 St-Elderts Ln (J,Z)",Queens,40.691322,-73.86714,246100
86,Cypress Hills (J),Brooklyn,40.68994,-73.87255,232499
87,"Crescent St (J,Z)",Brooklyn,40.683193,-73.87379,505783
88,"Norwood Av (J,Z)",Brooklyn,40.68141,-73.880035,334316
89,Cleveland St (J),Brooklyn,40.679947,-73.884636,290792
9,"57 St-7 Av (N,Q,R,W)",Manhattan,40.764664,-73.98066,5953379
90,"Van Siclen Av (J,Z)",Brooklyn,40.678024,-73.891685,368589
91,Alabama Av (J),Brooklyn,40.67699,-73.89865,278369
93,"Chauncey St (J,Z)",Brooklyn,40.68289,-73.91045,429442
94,Halsey St (J),Brooklyn,40.68637,-73.91656,863358
95,"Gates Av (J,Z)",Brooklyn,40.68963,-73.92227,1045005
96,Kosciuszko St (J),Brooklyn,40.69334,-73.92882,938014
97,"Myrtle Av (M,J,Z)",Brooklyn,40.69721,-73.93565,2036546
98,"Flushing Av (M,J)",Brooklyn,40.70026,-73.941124,1197084
99,"Lorimer St (M,J)",Brooklyn,40.70387,-73.94741,654339
TRAM1,RI Tramway (Manhattan),Manhattan,40.761337,-73.96416,1274235
TRAM2,RI Tramway (Roosevelt),Manhattan,40.75734,-73.95412,1143861
